,model,feature selection,features,number of features,accuracy_score,recall_score,precision_score,f1_score
53,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Srate', 'fin_flag_number', 'syn_flag_number', 'psh_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",20,0.9619799740248859,0.6398405529108703,0.6067664897789555,0.6137492332660626
54,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",21,0.9912229251330177,0.723071569288492,0.6976794780896247,0.7037121936690526
55,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",21,0.9914533495328669,0.8520547602855305,0.8610613264466321,0.8367657742243642
56,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",21,0.9648917005320709,0.6337483167595089,0.6075269406189628,0.6122983618900832
57,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",22,0.9911810297875906,0.7132772271318105,0.696443945282558,0.7016714542461561
58,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",22,0.9914114541874398,0.8575230505844575,0.8649054235624672,0.8479591636285353
59,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'fin_flag_number', 'syn_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",22,0.9654991830407642,0.6434522140810275,0.6107029269511624,0.6176709098663409
60,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",23,0.9914533495328669,0.7413765154278489,0.6993462374187959,0.7067143847075575
61,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",23,0.9917047216054297,0.8237413698145728,0.8651633058722946,0.8278480996105886
62,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",23,0.9624827181700113,0.6430750589422917,0.6100487829898852,0.6170384400044374
63,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",24,0.9917047216054297,0.7153960188656244,0.6995819813077145,0.7046827641114225
64,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",24,0.9914324018601534,0.8229027368487003,0.8575109388309263,0.8243930800302945
65,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",24,0.9437764464368009,0.62871915159685,0.5949976537222015,0.6017870434623417
66,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",25,0.9912857681511584,0.733039575934649,0.6987617844582337,0.7097060461694041
67,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",25,0.9917675646235703,0.8122749060416863,0.8613836003453739,0.8248751632946236
68,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue']",25,0.9621894507520214,0.6419252378881952,0.6091302280030295,0.6162979909914791
69,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",26,0.9918932506598517,0.7419844546267459,0.7125436315279353,0.719658380187019
70,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",26,0.9915161925510075,0.818801728757264,0.8592001138426667,0.8239386000179462
71,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Tot size', 'IAT', 'Magnitue', 'Variance']",26,0.9434203360006703,0.627391749274216,0.5944784459326167,0.6010887421410193
72,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Variance']",27,0.9921027273869873,0.7477707433633572,0.7105921165767635,0.7190687063833332
73,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Variance']",27,0.9914533495328669,0.8073983882468977,0.8582834838541105,0.8218254528323773
74,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Variance']",27,0.9432527546189619,0.6261166743256025,0.5944655811101328,0.6009100582915644
75,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Variance']",28,0.9914533495328669,0.7275520586832411,0.7010287015979477,0.7077705275559105
76,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Variance']",28,0.9918094599689975,0.811873039840702,0.8608445263423475,0.8268863366454797
77,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Variance']",28,0.9431689639281076,0.625072898777309,0.5942113638204678,0.6003288870926233
78,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",29,0.991977041350706,0.7457575622745036,0.7057950430184144,0.7153821426270791
79,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",29,0.9917675646235703,0.8120687307850835,0.8601700597022146,0.8225073329155211
